date,state,cases_diff,deaths_diff
2020-11-10,PI,37438.0,650
2020-11-10,PE,43058.0,2363
2020-11-10,PB,73556.0,1996
2020-11-10,PA,48407.0,941
2020-11-10,MT,63930.0,1625
2020-11-10,MS,51912.0,965
2020-11-10,MG,170696.0,4541
2020-11-10,MA,109843.0,2508
2020-11-10,GO,100771.0,1909
2020-11-10,ES,60097.0,1373
2020-11-10,CE,51571.0,968
2020-11-10,BA,115300.0,1878
2020-11-10,AP,13229.0,86
2020-11-10,AM,23882.0,325
2020-11-10,AL,32933.0,719
2020-11-10,AC,23334.0,595
2020-11-11,TO,20556.0,317
2020-11-11,SP,610346.0,22744
2020-11-11,SE,23764.0,734
2020-11-11,SC,79230.0,845
2020-11-11,RS,157378.0,3582
2020-11-11,RR,47744.0,537
2020-11-11,RO,49327.0,1024
2020-11-11,RN,20106.0,537
2020-11-11,RJ,231805.0,17578
2020-11-11,PR,70248.0,1590
2020-11-11,PI,37644.0,653
2020-11-11,PE,43252.0,2364
2020-11-11,PB,73923.0,2004
2020-11-11,PA,48550.0,941
2020-11-11,MT,64121.0,1630
2020-11-11,MS,52226.0,965
2020-11-11,MG,171760.0,4541
2020-11-11,MA,110011.0,2514
2020-11-11,GO,100939.0,1919
2020-11-11,ES,60439.0,1383
2020-11-11,CE,51697.0,968
2020-11-11,BA,115954.0,1884
2020-11-11,AP,13250.0,86
2020-11-11,AM,24006.0,326
2020-11-11,AL,32986.0,722
2020-11-11,AC,23508.0,596
2020-11-12,TO,20637.0,317
2020-11-12,SP,613537.0,22906
2020-11-12,SE,23788.0,737
2020-11-12,SC,79655.0,849
2020-11-12,RS,159487.0,3631
2020-11-12,RR,48061.0,540
2020-11-12,RO,49549.0,1029
2020-11-12,RN,20186.0,537
2020-11-12,RJ,233230.0,17694
2020-11-12,PR,70999.0,1595
2020-11-12,PI,37852.0,656
2020-11-12,PE,43445.0,2368
2020-11-12,PB,74416.0,2008
2020-11-12,PA,48637.0,942
2020-11-12,MT,65526.0,1669
2020-11-12,MS,52512.0,990
2020-11-12,MG,172652.0,4575
2020-11-12,MA,110254.0,2517
2020-11-12,GO,101452.0,1924
2020-11-12,ES,60948.0,1385
2020-11-12,CE,51725.0,979
2020-11-12,BA,116590.0,1894
2020-11-12,AP,13255.0,86
2020-11-12,AM,24006.0,326
2020-11-12,AL,33034.0,723
2020-11-12,AC,23865.0,598
2020-11-13,TO,20742.0,318
2020-11-13,SP,616777.0,22906
2020-11-13,SE,23806.0,738
2020-11-13,SC,81042.0,852
2020-11-13,RS,161135.0,3658
2020-11-13,RR,48254.0,540
2020-11-13,RO,49843.0,1034
2020-11-13,RN,20239.0,549
2020-11-13,RJ,233823.0,17736
2020-11-13,PR,70999.0,1595
2020-11-13,PI,38033.0,667
2020-11-13,PE,43784.0,2372
2020-11-13,PB,74706.0,2012
2020-11-13,PA,48791.0,942
2020-11-13,MT,65712.0,1673
2020-11-13,MS,52995.0,997
2020-11-13,MG,174129.0,4645
2020-11-13,MA,110450.0,2523
2020-11-13,GO,101551.0,1924
2020-11-13,ES,61433.0,1388
2020-11-13,CE,51742.0,979
2020-11-13,BA,117592.0,1903
2020-11-13,AP,13274.0,87
2020-11-13,AM,24178.0,328
2020-11-13,AL,33087.0,724
2020-11-13,AC,23995.0,598
2020-11-14,TO,20799.0,319
2020-11-14,SP,619162.0,23082
2020-11-14,SE,23812.0,738
2020-11-14,SC,81974.0,853
2020-11-14,RS,162949.0,3688
2020-11-14,RR,48501.0,541
2020-11-14,RO,50157.0,1038
2020-11-14,RN,20322.0,549
2020-11-14,RJ,236068.0,17846
2020-11-14,PR,74992.0,1617
2020-11-14,PI,38186.0,670
2020-11-14,PE,44019.0,2376
2020-11-14,PB,75027.0,2015
2020-11-14,PA,48881.0,943
2020-11-14,MT,65778.0,1675
2020-11-14,MS,53304.0,998
2020-11-14,MG,175269.0,4708
2020-11-14,MA,110579.0,2527
2020-11-14,GO,101714.0,1942
2020-11-14,ES,61671.0,1390
2020-11-14,CE,51908.0,979
2020-11-14,BA,118197.0,1911
2020-11-14,AP,13284.0,87
2020-11-14,AM,24271.0,328
2020-11-14,AL,33149.0,726
2020-11-14,AC,24304.0,599
2020-11-15,TO,20801.0,320
2020-11-15,SP,619824.0,23087
2020-11-15,SE,23827.0,738
2020-11-15,SC,82539.0,854
2020-11-15,RS,163640.0,3689
2020-11-15,RR,48610.0,541
2020-11-15,RO,50339.0,1038
2020-11-15,RN,20457.0,549
2020-11-15,RJ,236341.0,17855
2020-11-15,PR,75265.0,1618
2020-11-15,PI,38226.0,671
2020-11-15,PE,44116.0,2380
2020-11-15,PB,75076.0,2018
2020-11-15,PA,48881.0,945
2020-11-15,MT,65841.0,1676
2020-11-15,MS,53553.0,999
2020-11-15,MG,176205.0,4710
2020-11-15,MA,110668.0,2531
2020-11-15,GO,101831.0,1943
2020-11-15,ES,62030.0,1393
2020-11-15,CE,52002.0,979
2020-11-15,BA,118767.0,1922
2020-11-15,AP,13284.0,87
2020-11-15,AM,24301.0,328
2020-11-15,AL,33159.0,728
2020-11-15,AC,24466.0,599
2020-11-16,TO,20802.0,320
2020-11-16,SP,620270.0,23096
2020-11-16,SE,23836.0,738
2020-11-16,SC,82939.0,856
2020-11-16,RS,164320.0,3703
2020-11-16,RR,48648.0,541
2020-11-16,RO,50538.0,1039
2020-11-16,RN,20458.0,550
2020-11-16,RJ,236614.0,17861
2020-11-16,PR,75874.0,1624
2020-11-16,PI,38238.0,675
2020-11-16,PE,44141.0,2385
2020-11-16,PB,75523.0,2024
2020-11-16,PA,48883.0,947
2020-11-16,MT,65942.0,1677
2020-11-16,MS,53679.0,1001
2020-11-16,MG,176293.0,4712
2020-11-16,MA,110771.0,2535
2020-11-16,GO,102073.0,1944
2020-11-16,ES,62511.0,1398
2020-11-16,CE,52174.0,979
2020-11-16,BA,119079.0,1935
2020-11-16,AP,13311.0,87
2020-11-16,AM,24351.0,328
2020-11-16,AL,33167.0,730
2020-11-16,AC,24599.0,599
2020-11-17,TO,20870.0,321
2020-11-17,SP,624563.0,23173
2020-11-17,SE,23851.0,739
2020-11-17,SC,84306.0,868
2020-11-17,RS,166225.0,3747
2020-11-17,RR,48852.0,544
2020-11-17,RO,50634.0,1044
2020-11-17,RN,20530.0,550
2020-11-17,RJ,238492.0,18021
2020-11-17,PR,76907.0,1633
2020-11-17,PI,38306.0,681
2020-11-17,PE,44226.0,2388
2020-11-17,PB,75935.0,2027
2020-11-17,PA,48941.0,948
2020-11-17,MT,66083.0,1677
2020-11-17,MS,54315.0,1005
2020-11-17,MG,177577.0,4719
2020-11-17,MA,110921.0,2538
2020-11-17,GO,102383.0,1952
2020-11-17,ES,63279.0,1402
2020-11-17,CE,52284.0,980
2020-11-17,BA,119379.0,1944
2020-11-17,AP,13323.0,87
2020-11-17,AM,24417.0,328
2020-11-17,AL,33223.0,732
2020-11-17,AC,24765.0,600
2020-11-18,TO,20939.0,323
2020-11-18,SP,627953.0,23273
2020-11-18,SE,23862.0,740
2020-11-18,SC,85575.0,869
2020-11-18,RS,168458.0,3768
2020-11-18,RR,49045.0,544
2020-11-18,RO,50916.0,1047
2020-11-18,RN,20596.0,551
2020-11-18,RJ,240172.0,18188
2020-11-18,PR,78133.0,1643
2020-11-18,PI,38510.0,685
2020-11-18,PE,44409.0,2392
2020-11-18,PB,76280.0,2033
2020-11-18,PA,49085.0,950
2020-11-18,MT,66184.0,1679
2020-11-18,MS,54873.0,1006
2020-11-18,MG,178814.0,4769
2020-11-18,MA,111141.0,2544
2020-11-18,GO,102571.0,1960
2020-11-18,ES,63729.0,1406
2020-11-18,CE,52489.0,979
2020-11-18,BA,120279.0,1953
2020-11-18,AP,13338.0,87
2020-11-18,AM,24526.0,328
2020-11-18,AL,33267.0,732
2020-11-18,AC,25011.0,600
2020-11-19,TO,20993.0,324
2020-11-19,SP,631643.0,23340
2020-11-19,SE,23926.0,743
2020-11-19,SC,87057.0,876
2020-11-19,RS,170041.0,3799
2020-11-19,RR,49265.0,546
2020-11-19,RO,51206.0,1048
2020-11-19,RN,20607.0,552
2020-11-19,RJ,241690.0,18273
2020-11-19,PR,79312.0,1664
2020-11-19,PI,38722.0,686
2020-11-19,PE,44637.0,2398
2020-11-19,PB,76566.0,2039
2020-11-19,PA,49199.0,950
2020-11-19,MT,66294.0,1680
2020-11-19,MS,55285.0,1009
2020-11-19,MG,180003.0,4789
2020-11-19,MA,111327.0,2546
2020-11-19,GO,102944.0,1964
2020-11-19,ES,64090.0,1411
2020-11-19,CE,52719.0,980
2020-11-19,BA,121468.0,1965
2020-11-19,AP,13357.0,87
2020-11-19,AM,24657.0,333
2020-11-19,AL,33307.0,733
2020-11-19,AC,25254.0,601
2020-11-20,TO,21085.0,325
2020-11-20,SP,636763.0,23410
2020-11-20,SE,24004.0,743
2020-11-20,SC,88708.0,884
2020-11-20,RS,172102.0,3812
2020-11-20,RR,49531.0,554
2020-11-20,RO,51445.0,1050
2020-11-20,RN,20702.0,554
2020-11-20,RJ,243500.0,18386
2020-11-20,PR,79959.0,1668
2020-11-20,PI,38928.0,694
2020-11-20,PE,44763.0,2399
2020-11-20,PB,76863.0,2043
2020-11-20,PA,49318.0,953
2020-11-20,MT,66304.0,1685
2020-11-20,MS,55683.0,1015
2020-11-20,MG,181364.0,4811
2020-11-20,MA,111533.0,2549
2020-11-20,GO,103282.0,1975
2020-11-20,ES,64816.0,1419
2020-11-20,CE,52781.0,981
2020-11-20,BA,122167.0,1976
2020-11-20,AP,13375.0,87
2020-11-20,AM,24749.0,334
2020-11-20,AL,33378.0,733
2020-11-20,AC,25470.0,602
2020-11-21,TO,21139.0,326
2020-11-21,SP,639692.0,23457
2020-11-21,SE,24050.0,743
2020-11-21,SC,90220.0,892
2020-11-21,RS,174467.0,3838
2020-11-21,RR,49696.0,554
2020-11-21,RO,51713.0,1050
2020-11-21,RN,20932.0,554
2020-11-21,RJ,243828.0,18412
2020-11-21,PR,81473.0,1674
2020-11-21,PI,39101.0,699
2020-11-21,PE,44934.0,2404
2020-11-21,PB,77127.0,2049
2020-11-21,PA,49391.0,954
2020-11-21,MT,66362.0,1685
2020-11-21,MS,56379.0,1019
2020-11-21,MG,182513.0,4841
2020-11-21,MA,111625.0,2549
2020-11-21,GO,103377.0,1981
2020-11-21,ES,65078.0,1422
2020-11-21,CE,52928.0,981
2020-11-21,BA,123006.0,1982
2020-11-21,AP,13378.0,87
2020-11-21,AM,24791.0,335
2020-11-21,AL,33392.0,735
2020-11-21,AC,25657.0,603
2020-11-22,TO,21148.0,326
2020-11-22,SP,641748.0,23465
2020-11-22,SE,24092.0,743
2020-11-22,SC,90923.0,894
2020-11-22,RS,175010.0,3841
2020-11-22,RR,49790.0,554
2020-11-22,RO,51935.0,1051
2020-11-22,RN,21216.0,554
2020-11-22,RJ,244383.0,18414
2020-11-22,PR,81916.0,1680
2020-11-22,PI,39194.0,701
2020-11-22,PE,45011.0,2406
2020-11-22,PB,77275.0,2049
2020-11-22,PA,49396.0,954
2020-11-22,MT,66397.0,1687
2020-11-22,MS,57011.0,1021
2020-11-22,MG,183023.0,4867
2020-11-22,MA,111685.0,2552
2020-11-22,GO,103392.0,1982
2020-11-22,ES,65259.0,1429
2020-11-22,CE,53071.0,980
2020-11-22,BA,123375.0,1991
2020-11-22,AP,13389.0,87
2020-11-22,AM,24805.0,335
2020-11-22,AL,33407.0,737
2020-11-22,AC,25833.0,603
2020-11-23,TO,21160.0,326
2020-11-23,SP,642391.0,23474
2020-11-23,SE,24137.0,744
2020-11-23,SC,91478.0,898
2020-11-23,RS,175630.0,3854
2020-11-23,RR,49958.0,554
2020-11-23,RO,52150.0,1054
2020-11-23,RN,21258.0,554
2020-11-23,RJ,244682.0,18468
2020-11-23,PR,82573.0,1685
2020-11-23,PI,39241.0,705
2020-11-23,PE,45100.0,2407
2020-11-23,PB,77354.0,2057
2020-11-23,PA,49396.0,955
2020-11-23,MT,66475.0,1688
2020-11-23,MS,57400.0,1024
2020-11-23,MG,183640.0,4875
2020-11-23,MA,111809.0,2555
2020-11-23,GO,103579.0,1982
2020-11-23,ES,65743.0,1437
2020-11-23,CE,53240.0,980
2020-11-23,BA,123927.0,1998
2020-11-23,AP,13412.0,87
2020-11-23,AM,24892.0,340
2020-11-23,AL,33427.0,739
2020-11-23,AC,26040.0,604
2020-11-24,TO,21280.0,327
2020-11-24,SP,645112.0,23545
2020-11-24,SE,24223.0,746
2020-11-24,SC,92789.0,909
2020-11-24,RS,177461.0,3880
2020-11-24,RR,50061.0,555
2020-11-24,RO,52450.0,1057
2020-11-24,RN,21266.0,556
2020-11-24,RJ,246171.0,18572
2020-11-24,PR,83670.0,1700
2020-11-24,PI,39421.0,707
2020-11-24,PE,45270.0,2415
2020-11-24,PB,77501.0,2058
2020-11-24,PA,49476.0,956
2020-11-24,MT,66667.0,1696
2020-11-24,MS,57989.0,1033
2020-11-24,MG,184180.0,4879
2020-11-24,MA,112022.0,2558
2020-11-24,GO,103832.0,1986
2020-11-24,ES,66395.0,1446
2020-11-24,CE,53240.0,980
2020-11-24,BA,124552.0,2006
2020-11-24,AP,13440.0,87
2020-11-24,AM,25019.0,340
2020-11-24,AL,33478.0,740
2020-11-24,AC,26225.0,605
2020-11-25,TO,21363.0,327
2020-11-25,SP,649606.0,23629
2020-11-25,SE,24297.0,747
2020-11-25,SC,94311.0,921
2020-11-25,RS,179987.0,3921
2020-11-25,RR,50312.0,556
2020-11-25,RO,52612.0,1058
2020-11-25,RN,21608.0,556
2020-11-25,RJ,248622.0,18651
2020-11-25,PR,84948.0,1710
2020-11-25,PI,39747.0,710
2020-11-25,PE,45513.0,2421
2020-11-25,PB,77814.0,2062
2020-11-25,PA,49664.0,956
2020-11-25,MT,66955.0,1697
2020-11-25,MS,58594.0,1036
2020-11-25,MG,186408.0,4902
2020-11-25,MA,112207.0,2561
2020-11-25,GO,104180.0,1993
2020-11-25,ES,67058.0,1453
2020-11-25,CE,53484.0,985
2020-11-25,BA,125837.0,2012
2020-11-25,AP,13514.0,88
2020-11-25,AM,25131.0,342
2020-11-25,AL,33556.0,741
2020-11-25,AC,26360.0,610
2020-11-26,TO,21432.0,328
2020-11-26,SP,652119.0,23717
2020-11-26,SE,24426.0,748
2020-11-26,SC,95972.0,931
2020-11-26,RS,181502.0,3945
2020-11-26,RR,50461.0,557
2020-11-26,RO,52805.0,1059
2020-11-26,RN,21790.0,556
2020-11-26,RJ,249998.0,18756
2020-11-26,PR,86762.0,1725
2020-11-26,PI,39938.0,709
2020-11-26,PE,45659.0,2426
2020-11-26,PB,78156.0,2064
2020-11-26,PA,49751.0,956
2020-11-26,MT,67197.0,1701
2020-11-26,MS,58954.0,1041
2020-11-26,MG,188031.0,4926
2020-11-26,MA,112428.0,2562
2020-11-26,GO,104526.0,1996
2020-11-26,ES,67801.0,1460
2020-11-26,CE,53720.0,989
2020-11-26,BA,126408.0,2020
2020-11-26,AP,13578.0,88
2020-11-26,AM,25266.0,343
2020-11-26,AL,33607.0,741
2020-11-26,AC,26456.0,610
2020-11-27,TO,21505.0,329
2020-11-27,SP,654398.0,23781
2020-11-27,SE,24490.0,750
2020-11-27,SC,96693.0,942
2020-11-27,RS,183155.0,3971
2020-11-27,RR,50602.0,558
2020-11-27,RO,52805.0,1059
2020-11-27,RN,23425.0,557
2020-11-27,RJ,250750.0,18804
2020-11-27,PR,88146.0,1741
2020-11-27,PI,40264.0,713
2020-11-27,PE,45801.0,2429
2020-11-27,PB,78343.0,2069
2020-11-27,PA,49833.0,957
2020-11-27,MT,67408.0,1702
2020-11-27,MS,59263.0,1044
2020-11-27,MG,189440.0,4949
2020-11-27,MA,112571.0,2564
2020-11-27,GO,104526.0,1996
2020-11-27,ES,68538.0,1471
2020-11-27,CE,53914.0,996
2020-11-27,BA,127280.0,2031
2020-11-27,AP,13597.0,88
2020-11-27,AM,25397.0,344
2020-11-27,AL,33680.0,741
2020-11-27,AC,26815.0,610
2020-11-28,TO,21797.0,330
2020-11-28,SP,656909.0,23871
2020-11-28,SE,24603.0,750
2020-11-28,SC,99709.0,948
2020-11-28,RS,187476.0,3999
2020-11-28,RR,50650.0,561
2020-11-28,RO,53558.0,1073
2020-11-28,RN,23763.0,561
2020-11-28,RJ,254673.0,18860
2020-11-28,PR,89384.0,1755
2020-11-28,PI,40422.0,715
2020-11-28,PE,46324.0,2433
2020-11-28,PB,78577.0,2074
2020-11-28,PA,50030.0,958
2020-11-28,MT,67475.0,1704
2020-11-28,MS,60637.0,1047
2020-11-28,MG,190903.0,4976
2020-11-28,MA,112664.0,2568
2020-11-28,GO,105247.0,2005
2020-11-28,ES,68633.0,1474
2020-11-28,CE,53951.0,997
2020-11-28,BA,128936.0,2038
2020-11-28,AP,13617.0,88
2020-11-28,AM,25512.0,345
2020-11-28,AL,33784.0,741
2020-11-28,AC,26976.0,610
2020-11-29,TO,21834.0,330
2020-11-29,SP,658275.0,23890
2020-11-29,SE,24703.0,752
2020-11-29,SC,100394.0,953
2020-11-29,RS,188637.0,4004
2020-11-29,RR,50940.0,561
2020-11-29,RO,53817.0,1074
2020-11-29,RN,24141.0,561
2020-11-29,RJ,255133.0,18876
2020-11-29,PR,89946.0,1766
2020-11-29,PI,40800.0,718
2020-11-29,PE,46370.0,2438
2020-11-29,PB,78658.0,2076
2020-11-29,PA,50033.0,958
2020-11-29,MT,67516.0,1708
2020-11-29,MS,61136.0,1055
2020-11-29,MG,191871.0,5003
2020-11-29,MA,112671.0,2570
2020-11-29,GO,105275.0,2005
2020-11-29,ES,69560.0,1488
2020-11-29,CE,53984.0,997
2020-11-29,BA,130088.0,2044
2020-11-29,AP,13618.0,88
2020-11-29,AM,25541.0,345
2020-11-29,AL,33829.0,742
2020-11-29,AC,27123.0,610
2020-11-30,TO,21884.0,331
2020-11-30,SP,658889.0,23900
2020-11-30,SE,24769.0,754
2020-11-30,SC,101922.0,962
2020-11-30,RS,189347.0,4020
2020-11-30,RR,51028.0,561
2020-11-30,RO,54061.0,1080
2020-11-30,RN,24425.0,562
2020-11-30,RJ,255687.0,18904
2020-11-30,PR,90787.0,1776
2020-11-30,PI,40869.0,719
2020-11-30,PE,46448.0,2442
2020-11-30,PB,78680.0,2078
2020-11-30,PA,50036.0,963
2020-11-30,MT,67674.0,1710
2020-11-30,MS,61711.0,1056
2020-11-30,MG,192222.0,5004
2020-11-30,MA,112748.0,2572
2020-11-30,GO,105480.0,2005
2020-11-30,ES,69948.0,1492
2020-11-30,CE,54035.0,997
2020-11-30,BA,130856.0,2050
2020-11-30,AP,13658.0,88
2020-11-30,AM,25575.0,345
2020-11-30,AL,33846.0,743
2020-11-30,AC,27258.0,610
2020-12-01,TO,21973.0,332
2020-12-01,SP,663371.0,24005
2020-12-01,SE,24858.0,757
2020-12-01,SC,104297.0,976
2020-12-01,RS,191791.0,4071
2020-12-01,RR,51202.0,562
2020-12-01,RO,54225.0,1084
2020-12-01,RN,24543.0,564
2020-12-01,RJ,258477.0,18985
2020-12-01,PR,92715.0,1796
2020-12-01,PI,41050.0,723
2020-12-01,PE,46967.0,2446
2020-12-01,PB,78963.0,2083
2020-12-01,PA,50160.0,964
2020-12-01,MT,67962.0,1714
2020-12-01,MS,62375.0,1062
2020-12-01,MG,194248.0,5011
2020-12-01,MA,112918.0,2575
2020-12-01,GO,105840.0,2013
2020-12-01,ES,70758.0,1508
2020-12-01,CE,54209.0,1000
2020-12-01,BA,132112.0,2057
2020-12-01,AP,13712.0,88
2020-12-01,AM,25814.0,347
2020-12-01,AL,33893.0,743
2020-12-01,AC,27493.0,612
2020-12-02,TO,22146.0,335
2020-12-02,SP,668016.0,24103
2020-12-02,SE,24961.0,760
2020-12-02,SC,106124.0,987
2020-12-02,RS,194616.0,4122
2020-12-02,RR,51438.0,568
2020-12-02,RO,54627.0,1092
2020-12-02,RN,24870.0,565
2020-12-02,RJ,260893.0,19043
2020-12-02,PR,93835.0,1810
2020-12-02,PI,41330.0,730
2020-12-02,PE,47433.0,2457
2020-12-02,PB,79358.0,2089
2020-12-02,PA,50367.0,966
2020-12-02,MT,68248.0,1716
2020-12-02,MS,63008.0,1067
2020-12-02,MG,196468.0,5051
2020-12-02,MA,113135.0,2577
2020-12-02,GO,106452.0,2017
2020-12-02,ES,71640.0,1518
2020-12-02,CE,54260.0,1001
2020-12-02,BA,133354.0,2063
2020-12-02,AP,13751.0,88
2020-12-02,AM,25970.0,348
2020-12-02,AL,33990.0,745
2020-12-02,AC,27613.0,613
2020-12-03,TO,22298.0,336
2020-12-03,SP,671990.0,24222
2020-12-03,SE,25121.0,762
2020-12-03,SC,107827.0,1007
2020-12-03,RS,198139.0,4161
2020-12-03,RR,51674.0,573
2020-12-03,RO,54893.0,1097
2020-12-03,RN,24924.0,566
2020-12-03,RJ,263558.0,19137
2020-12-03,PR,96042.0,1823
2020-12-03,PI,41599.0,733
2020-12-03,PE,47757.0,2460
2020-12-03,PB,79765.0,2096
2020-12-03,PA,50539.0,966
2020-12-03,MT,68422.0,1717
2020-12-03,MS,63694.0,1076
2020-12-03,MG,198587.0,5095
2020-12-03,MA,113417.0,2583
2020-12-03,GO,106869.0,2022
2020-12-03,ES,72247.0,1528
2020-12-03,CE,54463.0,1005
2020-12-03,BA,134708.0,2074
2020-12-03,AP,13816.0,89
2020-12-03,AM,26172.0,351
2020-12-03,AL,34066.0,746
2020-12-03,AC,27730.0,615
2020-12-04,TO,22413.0,337
2020-12-04,SP,676184.0,24320
2020-12-04,SE,25160.0,762
2020-12-04,SC,109394.0,1020
2020-12-04,RS,200975.0,4196
2020-12-04,RR,51774.0,574
2020-12-04,RO,55133.0,1100
2020-12-04,RN,24962.0,569
2020-12-04,RJ,265269.0,19241
2020-12-04,PR,97294.0,1830
2020-12-04,PI,41799.0,736
2020-12-04,PE,47899.0,2465
2020-12-04,PB,80157.0,2100
2020-12-04,PA,50644.0,966
2020-12-04,MT,68714.0,1726
2020-12-04,MS,64485.0,1085
2020-12-04,MG,200780.0,5113
2020-12-04,MA,113678.0,2586
2020-12-04,GO,107207.0,2034
2020-12-04,ES,72888.0,1539
2020-12-04,CE,54647.0,1008
2020-12-04,BA,136402.0,2083
2020-12-04,AP,13847.0,89
2020-12-04,AM,26281.0,352
2020-12-04,AL,34148.0,746
2020-12-04,AC,27943.0,616
2020-12-05,TO,22488.0,340
2020-12-05,SP,680836.0,24428
2020-12-05,SE,25161.0,763
2020-12-05,SC,110455.0,1035
2020-12-05,RS,203737.0,4236
2020-12-05,RR,52089.0,578
2020-12-05,RO,55424.0,1104
2020-12-05,RN,25085.0,572
2020-12-05,RJ,267136.0,19306
2020-12-05,PR,98314.0,1842
2020-12-05,PI,42074.0,738
2020-12-05,PE,48158.0,2470
2020-12-05,PB,80488.0,2103
2020-12-05,PA,50716.0,966
2020-12-05,MT,68839.0,1728
2020-12-05,MS,65354.0,1090
2020-12-05,MG,203568.0,5143
2020-12-05,MA,113772.0,2588
2020-12-05,GO,107543.0,2042
2020-12-05,ES,73494.0,1543
2020-12-05,CE,54752.0,1009
2020-12-05,BA,137379.0,2086
2020-12-05,AP,13867.0,89
2020-12-05,AM,26425.0,353
2020-12-05,AL,34246.0,747
2020-12-05,AC,28038.0,617
2020-12-06,TO,22497.0,343
2020-12-06,SP,682161.0,24455
2020-12-06,SE,25836.0,765
2020-12-06,SC,111072.0,1040
2020-12-06,RS,205236.0,4245
2020-12-06,RR,52303.0,578
2020-12-06,RO,55848.0,1106
2020-12-06,RN,25251.0,573
2020-12-06,RJ,267700.0,19334
2020-12-06,PR,98803.0,1847
2020-12-06,PI,42193.0,741
2020-12-06,PE,48342.0,2473
2020-12-06,PB,80830.0,2113
2020-12-06,PA,50755.0,970
2020-12-06,MT,68949.0,1730
2020-12-06,MS,65644.0,1095
2020-12-06,MG,204966.0,5175
2020-12-06,MA,113832.0,2590
2020-12-06,GO,107602.0,2042
2020-12-06,ES,73981.0,1550
2020-12-06,CE,54752.0,1009
2020-12-06,BA,138973.0,2089
2020-12-06,AP,13887.0,90
2020-12-06,AM,26455.0,353
2020-12-06,AL,34312.0,748
2020-12-06,AC,28080.0,617
2020-12-07,TO,22506.0,344
2020-12-07,SP,682693.0,24468
2020-12-07,SE,26032.0,766
2020-12-07,SC,112231.0,1044
2020-12-07,RS,206310.0,4272
2020-12-07,RR,52407.0,578
2020-12-07,RO,56129.0,1113
2020-12-07,RN,25430.0,579
2020-12-07,RJ,267853.0,19352
2020-12-07,PR,99627.0,1861
2020-12-07,PI,42343.0,745
2020-12-07,PE,48496.0,2477
2020-12-07,PB,81109.0,2121
2020-12-07,PA,50757.0,971
2020-12-07,MT,69161.0,1734
2020-12-07,MS,65648.0,1099
2020-12-07,MG,205278.0,5176
2020-12-07,MA,113916.0,2591
2020-12-07,GO,107804.0,2043
2020-12-07,ES,74655.0,1563
2020-12-07,CE,54813.0,1009
2020-12-07,BA,139612.0,2097
2020-12-07,AP,13915.0,90
2020-12-07,AM,26509.0,353
2020-12-07,AL,34344.0,748
2020-12-07,AC,28165.0,621
2020-12-08,TO,22597.0,344
2020-12-08,SP,686678.0,24595
2020-12-08,SE,26076.0,766
2020-12-08,SC,114300.0,1069
2020-12-08,RS,208471.0,4316
2020-12-08,RR,52430.0,578
2020-12-08,RO,56435.0,1114
2020-12-08,RN,25502.0,585
2020-12-08,RJ,270314.0,19456
2020-12-08,PR,101381.0,1885
2020-12-08,PI,42608.0,748
2020-12-08,PE,48747.0,2483
2020-12-08,PB,81393.0,2130
2020-12-08,PA,50935.0,971
2020-12-08,MT,69453.0,1741
2020-12-08,MS,67025.0,1107
2020-12-08,MG,206661.0,5176
2020-12-08,MA,114149.0,2594
2020-12-08,GO,108213.0,2049
2020-12-08,ES,75855.0,1578
2020-12-08,CE,55364.0,1012
2020-12-08,BA,140873.0,2107
2020-12-08,AP,13942.0,90
2020-12-08,AM,26631.0,353
2020-12-08,AL,34400.0,749
2020-12-08,AC,28279.0,622
2020-12-09,TO,22723.0,344
2020-12-09,SP,691871.0,24684
2020-12-09,SE,26244.0,767
2020-12-09,SC,115967.0,1089
2020-12-09,RS,211122.0,4359
2020-12-09,RR,52539.0,579
2020-12-09,RO,56747.0,1119
2020-12-09,RN,25888.0,587
2020-12-09,RJ,272797.0,19593
2020-12-09,PR,103598.0,1894
2020-12-09,PI,42852.0,749
2020-12-09,PE,48974.0,2486
2020-12-09,PB,81807.0,2135
2020-12-09,PA,51052.0,972
2020-12-09,MT,69812.0,1742
2020-12-09,MS,67792.0,1121
2020-12-09,MG,208512.0,5216
2020-12-09,MA,114369.0,2598
2020-12-09,GO,108540.0,2053
2020-12-09,ES,76952.0,1591
2020-12-09,CE,56058.0,1015
2020-12-09,BA,142372.0,2116
2020-12-09,AP,14019.0,91
2020-12-09,AM,26737.0,353
2020-12-09,AL,34454.0,751
2020-12-09,AC,28374.0,627
2020-12-10,TO,22814.0,344
2020-12-10,SP,696262.0,24805
2020-12-10,SE,26412.0,769
2020-12-10,SC,117559.0,1104
2020-12-10,RS,213499.0,4394
2020-12-10,RR,52878.0,581
2020-12-10,RO,57101.0,1127
2020-12-10,RN,26406.0,590
2020-12-10,RJ,275423.0,19690
2020-12-10,PR,105026.0,1917
2020-12-10,PI,43073.0,752
2020-12-10,PE,49310.0,2493
2020-12-10,PB,82113.0,2148
2020-12-10,PA,51211.0,973
2020-12-10,MT,70097.0,1746
2020-12-10,MS,68572.0,1131
2020-12-10,MG,211123.0,5253
2020-12-10,MA,114592.0,2602
2020-12-10,GO,109410.0,2054
2020-12-10,ES,77635.0,1605
2020-12-10,CE,56275.0,1016
2020-12-10,BA,144560.0,2123
2020-12-10,AP,14052.0,91
2020-12-10,AM,26914.0,353
